;iso3c;year;country.IDEA;Ticker;ID;blpi_tot_q;blpi_level;blpi_tot_miss;blpi_miss_pct;pf_tot_q;pf_level;pf_tot_miss;pf_miss_pct;rs_tot_q;rs_level;rs_tot_miss;rs_miss_pct;os_tot_q;os_level;os_tot_miss;os_miss_pct;idea_tot_q;idea_level;idea_tot_miss;blpi_pct;pf_pct;rs_pct;os_pct;idea_miss_pct;idea_pct;CoC;idea_pct_diff;CoC_diff;wb_region;wb_income;un_region_name;un_sub_region_name;un_intermediate._region_name;un_dev_devping;iso2c;country.wb;gini;lifeexpectancy;GDP;natres;ruralpop;tertiaryschool;region;capital;longitude;latitude;income;lending;country.fotp;FOTP;cname;fh_status;fh_fotpc;dr_sg;dr_eg;hf_trade;sgi_ecgf;fi_index;fi_index_cl;hf_business;hf_efiscore;hf_financ;hf_fiscal;country;wefji;country.cepal;CepalGastos;
175;URY;2010;Uruguay;URY;48;15;10;1;0.06;6;3;0;0;5;2;0;0;8;7;0;0;31;22;1;0.67;0.5;0.4;0.88;0.03;0.71;1.2442;0;0.0495;Latin America & Caribbean;High income;Americas;Latin America and the Caribbean;South America;Developing;UY;Uruguay;45.32;76.39460976;40284682480;2.032319105;5.586;63.13378143;Latin America & Caribbean (all income levels);Montevideo;-56.0675;-34.8941;Upper middle income;IBRD;Uruguay;25;Uruguay;1;7;54.03184509;67.31945038;82.8;NA;7.31;7.285575891;63.1;69.8;30;81.7;Uruguay;5.263178681;URUGUAY;1.67;10
176;URY;2011;Uruguay;URY;48;15;10;1;0.06;6;3;0;0;5;2;0;0;8;7;0;0;31;22;1;0.67;0.5;0.4;0.88;0.03;0.71;1.235;0;-0.0092;Latin America & Caribbean;High income;Americas;Latin America and the Caribbean;South America;Developing;UY;Uruguay;43.37;76.54119512;47962439304;1.383403348;5.388;NA;Latin America & Caribbean (all income levels);Montevideo;-56.0675;-34.8941;Upper middle income;IBRD;Uruguay;25;Uruguay;1;8;54.99700165;64.88114166;83;NA;7.37;7.34537542;61.5;70;30;84.3;Uruguay;5.275905232;URUGUAY;1.47;10
177;URY;2012;Uruguay;URY;48;15;10;1;0.06;6;3;0;0;5;2;0;0;8;7;0;0;31;22;1;0.67;0.5;0.4;0.88;0.03;0.71;1.3205;0;0.0854;Latin America & Caribbean;High income;Americas;Latin America and the Caribbean;South America;Developing;UY;Uruguay;41.32;76.68839024;51265399745;1.219643654;5.197;NA;Latin America & Caribbean (all income levels);Montevideo;-56.0675;-34.8941;Upper middle income;IBRD;Uruguay;26;Uruguay;1;8;55.4969635;63.48506927;82.9;NA;7.33;7.305509067;74.9;69.9;30;81.2;Uruguay;5.22311204;URUGUAY;1.45;10
178;URY;2013;Uruguay;URY;48;15;10;1;0.06;6;3;0;0;5;2;0;0;8;7;0;0;31;22;1;0.67;0.5;0.4;0.88;0.03;0.71;1.3584;0;0.0379;Latin America & Caribbean;High income;Americas;Latin America and the Caribbean;South America;Developing;UY;Uruguay;41.87;76.83619512;57531233351;1.250616669;5.017;NA;Latin America & Caribbean (all income levels);Montevideo;-56.0675;-34.8941;Upper middle income;IBRD;Uruguay;26;Uruguay;1;8;55.86651993;62.93430328;82.9;NA;7.18;7.156010246;73.4;69.7;30;84.2;Uruguay;5.415784091;URUGUAY;1.41;10
179;URY;2014;Uruguay;URY;48;15;10;1;0.06;6;3;0;0;5;2;0;0;8;7;0;0;31;22;1;0.67;0.5;0.4;0.88;0.03;0.71;1.3514;0;-0.007;Latin America & Caribbean;High income;Americas;Latin America and the Caribbean;South America;Developing;UY;Uruguay;41.6;76.98614634;57235766825;1.613705078;4.848;NA;Latin America & Caribbean (all income levels);Montevideo;-56.0675;-34.8941;Upper middle income;IBRD;Uruguay;26;Uruguay;1;8;NA;NA;82.5;NA;7.08;7.056344365;74.5;69.3;30;77.4;Uruguay;5.61423922;URUGUAY;1.39;10
180;URY;2015;Uruguay;URY;48;15;10;1;0.06;6;3;0;0;5;2;0;0;8;7;0;0;31;22;1;0.67;0.5;0.4;0.88;0.03;0.71;1.2982;0;-0.0532;Latin America & Caribbean;High income;Americas;Latin America and the Caribbean;South America;Developing;UY;Uruguay;NA;NA;53442697569;1.640155398;4.689;NA;Latin America & Caribbean (all income levels);Montevideo;-56.0675;-34.8941;Upper middle income;IBRD;Uruguay;24;Uruguay;1;8;NA;NA;81.8;NA;NA;NA;72.6;68.6;30;77.1;Uruguay;5.693956106;URUGUAY;1.23;10
181;VEN;2006;Venezuela (Bolivarian Republic of);VEN;49;16;2;0;0;6;1;0;0;5;0;0;0;7;1;1;0.13;31;4;1;0.13;0.17;0;0.14;0.03;0.13;-0.978;0;-0.0233;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;VE;Venezuela, RB;46.94;73.30104878;1.83478E+11;23.0930041;11.395;NA;Latin America & Caribbean (all income levels);Caracas;-69.8371;9.08165;Upper middle income;IBRD;Venezuela;72;Venezuela;2;18;50.25658417;54.83100128;63;NA;4.76;4.552902735;48.9;44.6;30;75.6;Venezuela;1.233017082;VENEZUELA;6.69;10
182;VEN;2007;Venezuela (Bolivarian Republic of);VEN;49;16;2;0;0;6;1;0;0;5;0;0;0;7;1;1;0.13;31;4;1;0.13;0.17;0;0.14;0.03;0.13;-1.0308;0;-0.0529;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;VE;Venezuela, RB;NA;73.38890244;2.30364E+11;18.98628494;11.354;NA;Latin America & Caribbean (all income levels);Caracas;-69.8371;9.08165;Upper middle income;IBRD;Venezuela;74;Venezuela;2;19;51.71293259;47.51502228;61.2;NA;4.42;4.227695397;50.4;47.9;40;75.6;Venezuela;1.188107122;VENEZUELA;5.79;10
183;VEN;2008;Venezuela (Bolivarian Republic of);VEN;49;16;2;0;0;6;1;0;0;5;0;0;0;7;1;1;0.13;31;4;1;0.13;0.17;0;0.14;0.03;0.13;-1.0995;0;-0.0687;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;VE;Venezuela, RB;NA;73.4762439;3.156E+11;19.0028398;11.313;77.45735168;Latin America & Caribbean (all income levels);Caracas;-69.8371;9.08165;Upper middle income;IBRD;Venezuela;74;Venezuela;2;19;52.51380539;42.12682724;54.6;NA;4.27;4.084221571;51.6;44.7;40;74.5;Venezuela;1.377091542;VENEZUELA;5.73;10
184;VEN;2009;Venezuela (Bolivarian Republic of);VEN;49;16;2;0;0;6;1;0;0;5;0;0;0;7;1;1;0.13;31;4;1;0.13;0.17;0;0.14;0.03;0.13;-1.1579;0;-0.0584;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;VE;Venezuela, RB;NA;73.568;3.29419E+11;7.677913652;11.272;76.97959137;Latin America & Caribbean (all income levels);Caracas;-69.8371;9.08165;Upper middle income;IBRD;Venezuela;73;Venezuela;2;19;51.57556152;38.28911209;59.6;NA;4.41;4.141611101;50.8;39.9;30;70.6;Venezuela;1.446303738;VENEZUELA;5.4;10
185;VEN;2010;Venezuela (Bolivarian Republic of);VEN;49;16;7;0;0;6;1;0;0;5;1;0;0;7;5;1;0.13;31;14;1;0.44;0.17;0.2;0.71;0.03;0.45;-1.2036;0.3226;-0.0457;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;VE;Venezuela, RB;NA;73.67160976;3.93801E+11;10.20571908;11.231;NA;Latin America & Caribbean (all income levels);Caracas;-69.8371;9.08165;Upper middle income;IBRD;Venezuela;75;Venezuela;2;20;49.74316788;38.67420959;57.2;NA;4.01;3.835533606;50.3;37.1;20;74;Venezuela;1.692310038;VENEZUELA;2.85;10
186;VEN;2011;Venezuela (Bolivarian Republic of);VEN;49;16;7;0;0;6;1;0;0;5;1;0;0;7;5;1;0.13;31;14;1;0.44;0.17;0.2;0.71;0.03;0.45;-1.1575;0;0.0461;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;VE;Venezuela, RB;NA;73.79165854;3.16482E+11;20.03121921;11.19;NA;Latin America & Caribbean (all income levels);Caracas;-69.8371;9.08165;Upper middle income;IBRD;Venezuela;76;Venezuela;2;20;49.88867569;42.39134598;61.2;NA;3.96;3.787708998;47.8;37.6;20;75;Venezuela;1.649023357;VENEZUELA;6.46;10
187;VEN;2012;Venezuela (Bolivarian Republic of);VEN;49;16;7;0;0;6;1;0;0;5;1;0;0;7;5;1;0.13;31;14;1;0.44;0.17;0.2;0.71;0.03;0.45;-1.255;0;-0.0975;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;VE;Venezuela, RB;NA;73.92573171;3.81286E+11;15.72731181;11.149;NA;Latin America & Caribbean (all income levels);Caracas;-69.8371;9.08165;Upper middle income;IBRD;Venezuela;76;Venezuela;2;20;50.95928192;42.50468826;58.8;NA;3.88;3.711189624;47.3;38.1;20;74.8;Venezuela;1.272421129;VENEZUELA;4.77;10
188;VEN;2013;Venezuela (Bolivarian Republic of);VEN;49;16;7;0;0;6;1;0;0;5;1;0;0;7;5;1;0.13;31;14;1;0.44;0.17;0.2;0.71;0.03;0.45;-1.2865;0;-0.0315;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;VE;Venezuela, RB;NA;74.07441463;3.71337E+11;15.25304685;11.106;NA;Latin America & Caribbean (all income levels);Caracas;-69.8371;9.08165;Upper middle income;IBRD;Venezuela;76;Venezuela;2;22;51.00339127;43.26688766;58.8;NA;3.36;3.213813695;45.6;36.1;20;75.6;Venezuela;1.113236394;VENEZUELA;5.53;10
189;VEN;2014;Venezuela (Bolivarian Republic of);VEN;49;16;7;0;0;6;1;0;0;5;1;0;0;7;5;1;0.13;31;14;1;0.44;0.17;0.2;0.71;0.03;0.45;-1.3806;0;-0.0941;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;VE;Venezuela, RB;NA;74.23619512;NA;NA;11.059;NA;Latin America & Caribbean (all income levels);Caracas;-69.8371;9.08165;Upper middle income;IBRD;Venezuela;78;Venezuela;2;24;NA;NA;62.7;NA;3.29;3.146859243;43.4;36.3;20;75.3;Venezuela;1.11523713;VENEZUELA;6.14;10
190;VEN;2015;Venezuela (Bolivarian Republic of);VEN;49;16;7;0;0;6;1;0;0;5;1;0;0;7;5;1;0.13;31;14;1;0.44;0.17;0.2;0.71;0.03;0.45;-1.3283;0;0.0524;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;VE;Venezuela, RB;NA;NA;NA;NA;11.01;NA;Latin America & Caribbean (all income levels);Caracas;-69.8371;9.08165;Upper middle income;IBRD;Venezuela;81;Venezuela;2;24;NA;NA;62.8;NA;NA;NA;41.6;34.3;20;75;Venezuela;1.127686393;VENEZUELA;NA;10
